sjj_Y34D9A_152.d	WBGene00021328(npr-23),Y34D9A.2
sjj2_Y54F10AM.10	WBGene00004314(rbc-2),Y54F10AM.10
cenix:331-c11	WBGene00013560(zip-12),Y75B8A.29
sjj2_F08B12.5	WBGene00004831(slo-2),F08B12.3
mv_T26E4.4	WBGene00012046,T26E4.4
mv_F52E1.9	WBGene00018697,F52E1.9
cenix:303-e5	WBGene00017806,F26A1.8
cenix:110-f5	WBGene00012725(sre-47),Y39G8B.4
mv_Y17G7A.1	WBGene00001977(hmg-12),Y17G7A.1
cenix:136-a8	WBGene00009399,F35C5.11
cenix:332-c12	WBGene00022104(acsd-1),Y71D11A.3
cenix:62-e1	WBGene00011152,R09A8.1
cenix:146-d2	WBGene00016038(cst-2),C24A8.4
mv_C25G4.6	WBGene00007733(smz-1),C25G4.6
cenix:232-a3	WBGene00020672,T22B7.3
sjj_K02B9.4	WBGene00001251(elt-3),K02B9.4
sjj_C49C3.14	WBGene00008203(clec-198),C49C3.13
cenix:215-f3	WBGene00021998,Y59E9AR.2
sjj_F10E7.2	WBGene00017344,F10E7.2
sjj2_T09E11.9	WBGene00011658,T09E11.9
mv_F44C4.4	WBGene00002148(gon-14),F44C4.4
mv_F49E8.6	WBGene00018637,F49E8.6
mv_T23D8.5_12	WBGene00001892(his-18),K06C4.10
sjj_Y57A10A.m	WBGene00013258(polg-1),Y57A10A.15
mv_Y24D9A.d	WBGene00004419(rpl-7A),Y24D9A.4	WBGene00021282(set-21),Y24D9A.2
cenix:166-h1	WBGene00017722,F22F7.4
sjj_F01G12.2	WBGene00006353(sur-7),F01G12.2
sjj_F35B12.2	WBGene00000983(dhs-20),F35B12.2
sjj_C13B7.3_1	WBGene00021570(srd-73),Y45G12C.7
cenix:120-d12	WBGene00015667,C10A4.6
cenix:31-d3	WBGene00012305,W06D12.6
WBPaper00006202:Y77E11A_1.1	WBGene00003806(npp-20),Y77E11A.13
cenix:66-c4	WBGene00008538(sqrd-1),F02H6.5
cenix:156-d11	WBGene00015114,B0281.8
cenix:94-e2	WBGene00017020,D1014.7
sjj_F33H2.6	WBGene00009369,F33H2.6
mv_F28H7.7	WBGene00009240,F28H7.7
cenix:140-h12	WBGene00011328,T01D3.3
sjj_Y48B6A.13a	WBGene00012984,Y48B6A.13
cenix:161-a3	WBGene00017858,F27C1.11
sjj_Y70D2A.2	WBGene00013497(hex-5),Y70D2A.2
mv_F09E5.13	WBGene00000094(agt-2),F09E5.13
mv_B0240.1	WBGene00004359(rhr-2),B0240.1
cenix:207-g6	WBGene00020471(pho-14),T13B5.3
cenix:123-h8	WBGene00010059,F54E4.3
mv_F12E12.f	WBGene00017404,F12E12.3	WBGene00017405(bath-31),F12E12.4	WBGene00017407,F12E12.6
sjj_F56F4.1	WBGene00045498,F56F4.8
mv_Y38E10A.1	WBGene00012579,Y38E10A.1
cenix:166-b7	WBGene00002176(jip-1),F56D12.4
cenix:11-e12	WBGene00010124,F55G11.4
cenix:37-c1	WBGene00020340,T08B1.1
TH:301C11	WBGene00017161(rabn-5),F01F1.4
cenix:140-e5	WBGene00003519(nac-3),K08E5.2
sjj2_ZC506.3.1	WBGene00013920(pssy-1),ZC506.3
mv_C10H11.a_1	WBGene00015698(kca-1),C10H11.10
sjj_F36D1.6	WBGene00009465,F36D1.6
cenix:204-h11	WBGene00017450(bath-27),F14D2.1
mv_T20G5.9	WBGene00011871,T20G5.9
sjj_Y53G8A_1734.f	WBGene00021816,Y53G8AR.9
sjj_Y77E11A_3443.n	WBGene00022312(clec-171),Y77E11A.9
TH:192-b2	WBGene00021667(snpc-3.2),Y48G1BM.1
sjj_F39D8.2	WBGene00009560(psa-3),F39D8.2
sjj_F44F4.5	WBGene00005036(sra-10),F44F4.5
sjj_T05D4.5	WBGene00011478,T05D4.5
cenix:194-d11	WBGene00008625(scl-14),F09E8.5
cenix:131-a4	WBGene00019079(rpa-4),F59A3.6
mv_B0393.4	WBGene00007169,B0393.4
smd_Y46H3A.f	WBGene00021599(srt-42),Y46H3A.1
cenix:44-h8	WBGene00008284,C53D6.7
sjj_F33D11.2	WBGene00018001,F33D11.2
mv_Y47D3B.7	WBGene00004735(sbp-1),Y47D3B.7
cenix:220-f11	WBGene00009610(oac-28),F41D3.5
cenix:24-h4	WBGene00009417,F35E8.1
cenix:200-h12	WBGene00007415,C07E3.4
cenix:114-g2	WBGene00019155,H04M03.11
mv_C04C3.3	WBGene00015413(pdhb-1),C04C3.3
cenix:205-h4	WBGene00003544(nas-25),F46C5.3
cenix:112-f1	WBGene00022625,ZC487.3
sjj_T26H2.1	WBGene00012063(fbxb-1),T26H2.1
cenix:210-b8	WBGene00004306(ran-5),R12C12.2
sjj_ZC123.2	WBGene00022518(zfh-2),ZC123.3
sjj_F26D11.9	WBGene00017824(clec-217),F26D11.9
cenix:123-c12	WBGene00007275,C03D6.1
sjj_K04G11.2	WBGene00004764(sel-7),K04G11.2
mv_Y23H5B.h	WBGene00021272,Y23H5B.1	WBGene00194701,Y23H5B.12
sjj_T12B5.1	WBGene00020448(fbxa-51),T12B5.1
mv_F20G2.2	WBGene00008986,F20G2.2
mv_C49G7.7	WBGene00016785,C49G7.7	WBGene00077593,C49G7.12	WBGene00269425,C49G7.13
sjj_T01B4.1	WBGene00006674(twk-21),T01B4.1
sjj2_C39B5.6	WBGene00016524,C39B5.6
cenix:165-b12	WBGene00005484(srh-279),F11A5.2
sjj_R07E5.1	WBGene00011109,R07E5.1
TH:324D12	WBGene00011476,T05D4.3
mv_F02E9.2b	WBGene00003014(lin-28),F02E9.2
mv_F21A3.5	WBGene00008995(prde-1),F21A3.5
sjj_C24B9.6	WBGene00016051(srt-27),C24B9.6
sjj_Y38E10A.b	WBGene00012580,Y38E10A.2
sjj_Y67H2B.a	WBGene00001393(fat-1),Y67H2A.8
mv_T23G4.3	WBGene00011959(nyn-1),T23G4.3
cenix:312-f3	WBGene00020048(lgc-12),R13A5.4
sjj_F42A9.9	WBGene00006483(dgk-4),F42A9.1	WBGene00018338,F42A9.9
mv_K04C2.a	WBGene00000265(brd-1),K04C2.4	WBGene00019380,K04C2.2	WBGene00019382,K04C2.5
cenix:33-d9	WBGene00009475,F36F2.1
smd_1ZK899.7	WBGene00014145,ZK899.7
sjj_Y43C5A.3	WBGene00012783,Y43C5A.3
cenix:229-f3	WBGene00021375,Y37E11B.2
sjj_T26E3.8	WBGene00012041,T26E3.8
mv_C29A12.3	WBGene00002985(lig-1),C29A12.3
cenix:131-d10	WBGene00020845,T27A10.5
cenix:324-b6	WBGene00007399(clec-162),C07A9.1
cenix:134-d12	WBGene00016616,C43H6.3
cenix:158-h8	WBGene00005664(sru-1),C33A12.14
cenix:167-d1	WBGene00020227,T05A8.1
TH:306A3	WBGene00001078(dpy-19),F22B7.10
mv_F57A8.3	WBGene00006169(str-118),F57A8.3
mv_T02G6.5	WBGene00011388,T02G6.5
mv_K02F2.f	WBGene00019323(teg-4),K02F2.3
mv_G_YK5277	WBGene00021170(arx-4),Y6D11A.2
mv_F11E6.8	WBGene00008711,F11E6.8
cenix:38-d8	WBGene00017984,F32D1.5
mv_ZK792.4	WBGene00014077,ZK792.4
sjj_F52A8.3	WBGene00009916,F52A8.3
sjj_F44G3.1	WBGene00006158(str-103),F44G3.1
cenix:222-h6	WBGene00020070(rmd-6),R13H9.1
mv_F58A6.1	WBGene00019022,F58A6.1
mv_F08C6.7	WBGene00006827(unc-98),F08C6.7	WBGene00017241(pcyt-1),F08C6.2
cenix:177-h6	WBGene00004779(ser-4),Y22D7AR.13
mv_C07A9.1	WBGene00007399(clec-162),C07A9.1	WBGene00043994,C07A9.12
mv_T10B11.6	WBGene00020402,T10B11.6
sjj_F55B12.1	WBGene00000447(ceh-24),F55B12.1
mv_B0222.2	WBGene00015054(pitr-2),B0222.2
cenix:169-b12	WBGene00013074(hmit-1.2),Y51A2D.5
cenix:144-g12	WBGene00022146,Y71G12B.6
mv_F17B5.3	WBGene00008907(clec-109),F17B5.3
WBPaper00038381:B0365_1_1	WBGene00007154(dhc-3),B0365.7
smd_C02H6.2	WBGene00015362(fbxa-105),C02H6.2
mv_AAA20080	WBGene00000423(ced-9),T07C4.8
sjj_T26H5.8	WBGene00012070,T26H5.8
sjj2_F13D12.10	WBGene00008744,F13D12.10
sjj_Y48C3A.g	WBGene00012987,Y48C3A.3
mv_Y105E8B.h	WBGene00013688(riok-2),Y105E8B.3
mv_F57C9.4	WBGene00019011,F57C9.4
cenix:309-h12	WBGene00017044(mrpl-18),D2007.4
sjj_C07B5.4	WBGene00007409,C07B5.4
sjj_F28C6.4	WBGene00009204,F28C6.4
TH:220-d8	WBGene00008889,F16D3.6
cenix:51-h8	WBGene00018757(tag-304),F53E2.1
sjj_F26H11.5	WBGene00001371(exl-1),F26H11.5
cenix:45-d9	WBGene00019452,K06H6.4
sjj_B0393.7	WBGene00007172,B0393.7	WBGene00044636,B0393.9
cenix:131-b8	WBGene00010599,K06B4.4	WBGene00077450,K06B4.15
cenix:124-c9	WBGene00009779,F46C5.2
cenix:202-c1	WBGene00000972(dhs-8),K10H10.3
sjj2_K04D7.6	WBGene00010559,K04D7.6
mv_W09B7.a	WBGene00021108,W09B7.3
mv_C28D4.5	WBGene00007793,C28D4.5	WBGene00007795,C28D4.8
mv_T01B6.4	WBGene00020136,T01B6.4
sjj_Y34D9B.a	WBGene00003238(mig-1),Y34D9B.1
sjj_F19C6.5	WBGene00008954,F19C6.5
mv_B0218.2	WBGene00015048(faah-2),B0218.2
sjj2_K08D9.4	WBGene00019525,K08D9.4
mv_B0432.12	WBGene00015193(clec-117),B0432.12
cenix:18-e10	WBGene00011904(hlb-1),T21H8.1
sjj_C17F4.2	WBGene00015910,C17F4.2
cenix:163-d4	WBGene00019025(srb-16),F58A6.6
sjj_F54C9.4	WBGene00000615(col-38),F54C9.4
mv_F31D4.8	WBGene00009293,F31D4.8
sjj_C24A1.2	WBGene00016029(elf-1),C24A1.2
sjj_Y79H2A.3	WBGene00013580,Y79H2A.3
cenix:247-g3	WBGene00012669,Y39B6A.7
sjj_F52C6.11	WBGene00018668(bath-2),F52C6.11
sjj_M02H5.c	WBGene00003713(nhr-123),M02H5.7
sjj_F28G4.3	WBGene00009228,F28G4.3
cenix:41-c9	WBGene00005957(srx-66),K07C6.9
cenix:121-f1	WBGene00017341,F10D7.4
mv_C10C6.2	WBGene00007006(npr-3),C10C6.2
cenix:112-e3	WBGene00014999,AH9.3
cenix:228-f8	WBGene00011691,T10C6.10
mv_F08E10.2	WBGene00008574(srbc-61),F08E10.2
cenix:312-h9	WBGene00017354,F10E9.2
sjj2_Y70D2A.2	WBGene00013497(hex-5),Y70D2A.2
mv_F08F1.7	WBGene00006472(tag-123),F08F1.7
sjj_Y53F4B.p	WBGene00013159,Y53F4B.12
smd_F49C12.9:2	WBGene00009878,F49C12.9
mv_E02C12.9	WBGene00017094,E02C12.9
mv_CAA38160	WBGene00010965(ctc-2),MTCE.31
mv_Y111B2A.b	WBGene00013729,Y111B2A.3
sjj_F29B9.2	WBGene00017920(jmjd-1.2),F29B9.2
smd_F36H12.7	WBGene00003426(msp-19),F36H12.7
smd_C27D8.3	WBGene00007779,C27D8.3
sjj_R09D1.11	WBGene00011167(chil-23),R09D1.11
cenix:126-f12	WBGene00013695(epg-8),Y106G6A.2
TH:310H1	WBGene00020200,T04A6.1
smd_C56C10.6	WBGene00016963,C56C10.6
sjj2_T03F6.6	WBGene00011401,T03F6.6	WBGene00185005,T03F6.10
mv_F46F5.10	WBGene00018501,F46F5.10
cenix:245-a6	WBGene00018814,F54D11.4
sjj_Y32H12A.b	WBGene00021314,Y32H12A.6
sjj2_B0261.2a	WBGene00002583(let-363),B0261.2
mv_K05F1.1	WBGene00019405,K05F1.1
sjj_F08H9.1	WBGene00000592(coh-3),F08H9.1
sjj_T14B4.6	WBGene00001064(dpy-2),T14B4.6
sjj_F49E12.2	WBGene00009898(dod-23),F49E12.2
sjj_DH11.2	WBGene00008436,DH11.2
cenix:200-e9	WBGene00011966,T23G7.3
smd_W10G6.1	WBGene00012378,W10G6.1
sjj_F02E11.4	WBGene00017182,F02E11.4
sjj_F35A5.5	WBGene00018027,F35A5.5
mv_K07C6.10	WBGene00005958(srx-67),K07C6.10
mv_W07G4.5	WBGene00012339,W07G4.5
sjj2_F45H10.5	WBGene00009742,F45H10.5
sjj_C50F7.10	WBGene00016848(klo-1),C50F7.10
mv_T07E3.2	WBGene00020313,T07E3.2
cenix:145-f3	WBGene00022253(hrpf-2),Y73B6BL.33
mv_AAC38956	WBGene00003100(mab-3),Y53C12B.5
cenix:48-g10	WBGene00008225(nuaf-1),C50B8.3
sjj_C28A5.1	WBGene00007788,C28A5.1
cenix:140-h9	WBGene00006747(unc-7),R07D5.1
sjj_ZK1127.9	WBGene00022855(tcer-1),ZK1127.9
cenix:130-e9	WBGene00008090,C44C10.10
mv_F09F7.3	WBGene00017300(rpc-2),F09F7.3
cenix:197-e9_1	WBGene00019534,K08D10.11
cenix:187-h4	WBGene00011672(cyp-13A5),T10B9.2
mv_F07A11.6a	WBGene00008549(din-1),F07A11.6
mv_C37A2.a	WBGene00017098,E02D9.1
mv_F25H5.7	WBGene00009129,F25H5.7
mv_F14D2.2	WBGene00017451,F14D2.2
mv_Y40B1A.3	WBGene00012734,Y40B1A.3
mv_Y54E2A.4	WBGene00013189,Y54E2A.4
mv_Y51H1A.7	WBGene00013096(mcd-1),Y51H1A.6
mv_Y75B8A.14	WBGene00013550,Y75B8A.14
mv_F54A3.f	WBGene00018782(cct-3),F54A3.3
mv_C05E4.11	WBGene00005612(srj-24),C05E4.11
cenix:215-g11_1	WBGene00022292,Y75D11A.3
cenix:194-f12	WBGene00008703(clec-251),F11D11.8
cenix:68-b7	WBGene00007905,C33G3.5
smd_T27F2.2	WBGene00012100(sipa-1),T27F2.2
sjj_F16B4.6	WBGene00017507,F16B4.5	WBGene00017508,F16B4.6
sjj_Y18H1A_67.c	WBGene00004028(pif-1),Y18H1A.6
mv_T20D3.3	WBGene00011857,T20D3.3
mv_T25B6.3	WBGene00020789,T25B6.3
sjj2_T26H5.10	WBGene00044783,T26H5.10
sjj_F35E12.3	WBGene00009427(fbxa-181),F35E12.3
cenix:144-d8	WBGene00013275(btb-14),Y57A10B.3
cenix:33-h5	WBGene00004297(rad-51),Y43C5A.6
cenix:240-c3	WBGene00016564(cmt-1),C41D11.5
mv_E04A4.7	WBGene00017121(cyc-2.1),E04A4.7
cenix:88-g3	WBGene00010871,M05B5.3
sjj_F55B12.6	WBGene00006210(str-165),F55B12.6
mv_F09E10.5	WBGene00017295,F09E10.5
mv_F58B4.5	WBGene00010238,F58B4.5
mv_F29A7.2	WBGene00017912(fbxb-107),F29A7.2
sjj_R10A10.1	WBGene00019992,R10A10.1
cenix:327-d12	WBGene00019331(dos-3),K02F3.8
sjj_Y39G10A_236.c	WBGene00021009(afd-1),W03F11.6
TH:325G6	WBGene00009594(cyld-1),F40F12.5
mv_C18H9.7	WBGene00004507(rpy-1),C18H9.7
mv_T07D3.2	WBGene00020305,T07D3.2
mv_F49E12.9	WBGene00009902(drd-1),F49E12.9
mv_C05E4.4	WBGene00005516(sri-4),C05E4.4
mv_T23G5.6	WBGene00011964(saeg-2),T23G5.6
cenix:193-b11	WBGene00008016,C38D9.8
mv_C32F10.7	WBGene00003601(nhr-2),C32F10.6
sjj_Y73F8A.a	WBGene00004035(pkd-2),Y73F8A.1
mv_C30D11.1	WBGene00006830(unc-103),C30D11.1
sjj2_K02F3.7	WBGene00019331(dos-3),K02F3.8
sjj_B0454.1	WBGene00002997(lin-8),B0454.1
cenix:127-c10	WBGene00018049(clec-138),F35D11.9
cenix:21-f9	WBGene00012762,Y41E3.1
sjj_M01D7.2_1	WBGene00004743(scm-1),M01D7.2
mv_Y53F4B.27	WBGene00013171,Y53F4B.25	WBGene00013173,Y53F4B.27
sjj2_F22B3.8	WBGene00009039,F22B3.8
mv_T20D4.19	WBGene00020624,T20D4.19
mv_F41C6.3	WBGene00018277,F41C6.3
mv_T19A5.4	WBGene00003634(nhr-44),T19A5.4
mv_Y71F9B.2	WBGene00022126,Y71F9B.2
mv_C26E6.5	WBGene00001499(fsn-1),C26E6.5
sjj_Y48G8A_3051.d	WBGene00021685(herc-1),Y48G8AL.1
sjj_K07D4.8	WBGene00004135(pqn-48),K07D4.8
sjj_T21C9.10	WBGene00011895,T21C9.9
sjj2_T13F3.5	WBGene00011752(fbxa-2),T13F3.5
sjj_C54G10.3	WBGene00004060(pmp-3),C54G10.3
cenix:26-b1	WBGene00003839(ocr-2),T09A12.3
cenix:238-e8	WBGene00010633(nspd-2),K07F5.5
cenix:113-g2	WBGene00020787,T25B6.1
sjj_C01G6.3	WBGene00007225,C01G6.3
sjj_F36H2.1	WBGene00009498(tat-5),F36H2.1
mv_C02C2.1	WBGene00015332(tyr-1),C02C2.1
TH:325C8	WBGene00003406(mrg-1),Y37D8A.9
cenix:195-h7_1	WBGene00001541(gcy-15),ZC239.7
mv_C45E1.1	WBGene00003654(nhr-64),C45E1.1
mv_T25E12.4b	WBGene00012019(dkf-2),T25E12.4
sjj2_F12E12.5	WBGene00017406(sdz-12),F12E12.5
cenix:53-g5	WBGene00001085(dpy-26),C25G4.5
cenix:184-e4	WBGene00018083,F36A4.4
mv_F13D2.4	WBGene00008735,F13D2.1
mv_ZK1055.4	WBGene00022845,ZK1055.4
mv_Y38H6C.21	WBGene00012633,Y38H6C.21
sjj_F15D4.3	WBGene00001459(flp-16),F15D4.8	WBGene00008860(rmo-1),F15D4.3
mv_Y19D10A.l_1	WBGene00015273(mct-2),C01B4.9
cenix:171-e3	WBGene00013485,Y69H2.10
mv_G_YK8574	WBGene00016383(zgpa-1),C33H5.17
cenix:18-a2	WBGene00005008(spr-3),C07A12.5
sjj_Y74C10A_158.c	WBGene00021276,Y23H5B.5
sjj_C44C3.7	WBGene00005886(srw-139),C44C3.7
sjj_K04H8.3	WBGene00010577,K04H8.2	WBGene00010578,K04H8.3
sjj_T21H3.5	WBGene00020664,T21H3.5
mv_F16G10.7	WBGene00017522,F16G10.7
sjj_M01E5.6	WBGene00010808(sepa-1),M01E5.6
mv_C46F4.2	WBGene00016716(acs-17),C46F4.2
mv_AAB48299	WBGene00000302(cav-2),C56A3.7
mv_AAC38960	WBGene00002979(lfe-2),C46H11.4
mv_W09G3.3_1	WBGene00012370,W09G3.7	WBGene00044065(tag-229),W09G3.3
sjj2_F45H7.1	WBGene00001559(gei-1),F45H7.2
mv_F57E7.1	WBGene00010202,F57E7.1
mv_D1081.7	WBGene00008385,D1081.7
mv_C01B10.10	WBGene00015284,C01B10.10	WBGene00194839,C01B10.44
cenix:159-g7	WBGene00017048,D2021.4
mv_F35H10.7	WBGene00018072(nprl-3),F35H10.7
sjj_T27D12.2	WBGene00000528(clh-1),T27D12.2
mv_C34G6.1	WBGene00016418(hpo-27),C34G6.1
sjj_F21A3.2	WBGene00219316,F21A3.11
cenix:22-e1	WBGene00044088(oac-2),C02A12.8
cenix:88-c11	WBGene00003715(nhr-125),R02D1.1	WBGene00235310,R02D1.2
cenix:222-c1	WBGene00001684(gpd-2),K10B3.8
sjj_B0331.1	WBGene00007140(cyp-29A4),B0331.1
cenix:128-a3	WBGene00010653,K08C9.6	WBGene00086563,K08C9.9
sjj2_F39C12.4	WBGene00044568(ntc-1),F39C12.4
mv_Y25C1A.i	WBGene00002997(lin-8),B0454.1	WBGene00021293,Y25C1A.6
sjj_K12H4.5	WBGene00019680,K12H4.5
mv_F11G11.4	WBGene00017384,F11G11.4
cenix:127-a4	WBGene00016339,C33C12.7
cenix:228-g1	WBGene00018969,F56D3.1
sjj_F25D1.1	WBGene00006460(ppm-1),F25D1.1
mv_T07C5.1b	WBGene00011564(ugt-50),T07C5.1
sjj_Y73F8A.j	WBGene00013520(best-21),Y73F8A.11
sjj_F49F1.5	WBGene00018645,F49F1.5
cenix:220-c5	WBGene00017707,F22E5.8
sjj_F20D1.3	WBGene00008975,F20D1.3
sjj_ZK930.1	WBGene00014151(vps-15),ZK930.1
mv_C09G1.3	WBGene00007485,C09G1.3
mv_C49H3.8	WBGene00016793(arp-11),C49H3.8
cenix:197-b7	WBGene00010049,F54D5.3
sjj2_F20H11.1	WBGene00017646,F20H11.1
cenix:183-a6	WBGene00043980,F11D5.7
cenix:41-h6	WBGene00006143(str-84),F59E11.13
cenix:98-e1	WBGene00011028,R05D7.3
mv_R05D3.11.v5	WBGene00019883(met-2),R05D3.11
cenix:78-g11	WBGene00017770,F25B4.7
sjj2_F10A3.1	WBGene00008631,F10A3.1
mv_AAC46470	WBGene00000149(apl-1),C42D8.8
sjj_T10C6.5	WBGene00011687,T10C6.5
mv_M110.2	WBGene00006658(twk-3),M110.2
sjj_Y41D4A_5905.a	WBGene00021510(frpr-19),Y41D4A.8
mv_R11D1.3	WBGene00011244,R11D1.3
sjj_T19C9.3	WBGene00005458(srh-252),T19C9.3
mv_K01A11.1	WBGene00010449,K01A11.1
sjj2_Y48G8AL.11	WBGene00001816(haf-6),Y48G8AL.11
sjj_K10C9.8	WBGene00006255(str-224),K10C9.8
mv_Y39B6B.x	WBGene00012671,Y39B6A.9
sjj2_F07F6.8.1	WBGene00017220,F07F6.8
mv_F42G8.10	WBGene00018361,F42G8.10
mv_C26E6.11	WBGene00016144(mmab-1),C26E6.11
sjj_T19C4.4	WBGene00005197(srg-40),T19C4.4
mv_C29H12.1	WBGene00004680(rars-2),C29H12.1
cenix:175-e7	WBGene00010259(ric-7),F58E10.1
cenix:129-c8	WBGene00007985(swah-1),C36F7.2
sjj_F02A9.3	WBGene00001386(far-2),F02A9.3
cenix:230-h2	WBGene00007471(chil-6),C08H9.12
TH:321H4	WBGene00011803,T16G12.1
mv_ZK563.1	WBGene00006865(slcf-2),ZK563.1
sjj_F14B4.1	WBGene00008779,F14B4.1
cenix:226-f5	WBGene00000721(col-148),C12D8.8
mv_Y39A3CR.5	WBGene00021445,Y39A3CR.5
cenix:92-g4	WBGene00007076,AC8.4
sjj_F54E4.2	WBGene00010058,F54E4.2
sjj2_F32A7.7	WBGene00000088(aex-5),F32A7.6	WBGene00006272(str-245),F32A7.7
sjj_F32A6.4	WBGene00000092(ags-3),F32A6.4
cenix:179-e10	WBGene00003158(mcm-6),ZK632.1
cenix:167-c6	WBGene00020488,T13G4.1
mv_F41D3.1	WBGene00003672(nhr-82),F41D3.1
cenix:120-h8	WBGene00016047(srt-26),C24B9.2
mv_Y51A2D.1	WBGene00013072,Y51A2D.1
mv_C55B7.4	WBGene00016943(acdh-1),C55B7.4
sjj_C33D12.5	WBGene00016344(rsef-1),C33D12.6
mv_AAC37252	WBGene00006728(ubq-2),ZK1010.1
cenix:77-d11	WBGene00016583(tag-335),C42C1.5
sjj2_C36E8.6	WBGene00044230,C36E8.6
smd_R119.4	WBGene00004143(pqn-59),R119.4
mv_F09C12.2	WBGene00017277,F09C12.2	WBGene00017279,F09C12.8
sjj_ZK265.6	WBGene00013958,ZK265.6
mv_ZK867.1	WBGene00044068(syd-9),ZK867.1
cenix:205-f10	WBGene00004751(sea-2),K10G6.3
mv_ZK816.4	WBGene00022827,ZK816.4
mv_F54E2.2	WBGene00018824,F54E2.2
mv_C01B4.8_1	WBGene00021220,Y19D10A.5
mv_F59D6.4	WBGene00019106(irld-38),F59D6.4
sjj_K04C1.1	WBGene00005194(srg-37),K04C1.1
mv_R10H10.4	WBGene00011223,R10H10.4
cenix:55-a6	WBGene00000266(bre-1),C53B4.7
sjj_M151.2	WBGene00019794,M151.2
cenix:337-f2	WBGene00016519(srz-56),C39B5.1
sjj_Y38H6C.8	WBGene00012621,Y38H6C.8
cenix:80-d5	WBGene00020914(sulp-6),W01B11.2
sjj_W10G11.1	WBGene00021134,W10G11.1
cenix:132-b5	WBGene00016607,C43E11.9
sjj_ZK688.4	WBGene00022799,ZK688.4
cenix:146-e8	WBGene00016987,CC8.2
cenix:116-a2	WBGene00006936(glp-4),Y87G2A.5
cenix:170-c6	WBGene00021895(clec-84),Y54G2A.33
mv_T22H6.1	WBGene00011937,T22H6.1
cenix:175-d10	WBGene00019413(fbxb-50),K05F6.2
cenix:87-f6	WBGene00010473(hrg-2),K01D12.14
cenix:13-a8	WBGene00015233,B0511.7
cenix:100-c5	WBGene00013402,Y62H9A.14
cenix:169-e10	WBGene00021725(bath-9),Y49F6C.3
mv_F45F2.1	WBGene00018477(otpl-4),F45F2.1
sjj_Y54E10B_151.a	WBGene00022124(supr-1),Y71F9AR.3
sjj_R05F9.13	WBGene00003429(msp-31),R05F9.13
sjj2_C33G8.13	WBGene00016369,C33G8.13
mv_C30A5.5	WBGene00004899(snb-5),C30A5.5
cenix:96-d6	WBGene00010008,F53H4.3
sjj_C15A7.1	WBGene00007594(lgc-23),C15A7.1
cenix:162-f3	WBGene00003723(nhr-133),F44C8.8
sjj_F42G8.8	WBGene00018359,F42G8.8
[pmid12709403]:coq-5	WBGene00000765(coq-5),ZK652.9	WBGene00022787(tag-307),ZK652.10
cenix:327-h11	WBGene00019261,H34I24.2
cenix:146-g7	WBGene00008274,C53B4.4
cenix:95-a11	WBGene00018639(tbc-16),F49E10.1
TH:303D10	WBGene00001731(grl-22),W03A5.3
cenix:224-f10_1	WBGene00004242(puf-6),F18A11.1
sjj_F10C1.7	WBGene00002054(ifb-2),F10C1.7
cenix:308-e9	WBGene00019877,R05D3.2
sjj_EEED8.13	WBGene00017141,EEED8.13
sjj_F53H8.4	WBGene00004893(sms-2),F53H8.4
cenix:37-h2	WBGene00002041(hum-8),Y66H1A.6
cenix:140-c5	WBGene00010664(dbn-1),K08E3.4
sjj_F08E10.2	WBGene00008574(srbc-61),F08E10.2
sjj_D2024.2	WBGene00017051(afmd-1),D2024.2
sjj_T21B6.3	WBGene00011880,T21B6.3
sjj_Y71H2_375.b	WBGene00022182(swsn-3),Y71H2AM.17
sjj_C30H6.1	WBGene00007820(clec-199),C30H6.1
sjj_Y47H9C.4	WBGene00000415(ced-1),Y47H9C.4
sjj_C35A5.5	WBGene00007949,C35A5.5
TH:335D9	WBGene00019198(strm-1),H14E04.1
cenix:200-b1	WBGene00007143,B0334.3
sjj_C01A2.4	WBGene00007216,C01A2.4
sjj_F14F8.3	WBGene00008814(srz-1),F14F8.3
cenix:111-f11	WBGene00009900,F49E12.7
sjj_W07G4.1	WBGene00012335,W07G4.1
cenix:40-g1	WBGene00016405(hecd-1),C34D4.14
cenix:245-h5	WBGene00011988(har-2),T24D1.5
cenix:340-c10	WBGene00021061,W06E11.1
sjj_C24A8.4_1	WBGene00044004,C24A8.6
sjj_F53A2.4	WBGene00003829(nud-1),F53A2.4
mv_Y43D4A.5	WBGene00012791,Y43D4A.5
sjj_AH10.1	WBGene00007082(acs-10),AH10.1
mv_C09G5.2	WBGene00000251(bli-1),C09G5.6	WBGene00000616(col-39),C09G5.4	WBGene00000655(col-79),C09G5.3	WBGene00000656(col-80),C09G5.5	WBGene00007488(dph-2),C09G5.2
cenix:60-d8	WBGene00005449(srh-243),F37B4.3
mv_W05G11.2	WBGene00021040,W05G11.2
cenix:113-d5	WBGene00013454(fbxa-126),Y67A10A.5
mv_Y37A1B.5	WBGene00012538,Y37A1B.5
TH:311G1	WBGene00001662(gop-3),C34E10.1	WBGene00001823(hap-1),ZC395.7
cenix:172-e9	WBGene00050875(bah-1),ZK1025.7
sjj_F26A3.2	WBGene00009141(ncbp-2),F26A3.2
cenix:204-b12	WBGene00017553(nep-8),F18A12.4
cenix:42-a9	WBGene00021067,W06H8.4
cenix:50-c2	WBGene00003228(mex-1),W03C9.7
sjj_T07C12.11	WBGene00011575(madf-4),T07C12.11
mv_F28E10.4	WBGene00017902,F28E10.4
